Adószám,Szervezet neve,Székhely,Új kategória (legalsó szint),Szülő kategória,Cél (első 200 karakter)
19560643,VILÁGFA Kulturális Közhasznú Egyesület,"6600 Szentes, dr. Uhlár I. utca 4.",etnikai szervezetek,kultúra és művészet,"A civil szervezet módosított célja: Olyan szellemi műhely létrehozása, amely támogatja a magyar népi hagyományokon alapuló kulturális értékek létrehozását, őrzését, bemutatását, terjesztését Szentes v"
19560715,EÖTVÖS LORÁND KOLLÉGISTÁKÉRT ALAPÍTVÁNY,"6720 Szeged, Tisza L. körút 103.",kollégiumok,oktatás,"A Szegedi Tudományegyetem Eötvös Loránd Kollégiuma legkiválóbb kollégistáinak anyagi támogatása, a tárgyi feltételek megteremtése."
19561266,Deák Gimnáziumért Alapítvány,"6723 Szeged, József Attila sugárút 118-120.",gimnáziumok,oktatás,"A Szegedi Deák Ferenc Gimnáziumban tanuló tehetséges ill. hátrányos helyzetű fiatalok felkutatása, támogatása."
19561383,INDIA KLUB Alapítvány,"1221 Budapest, Szebeni utca 6.",egyéb kulturális szervezetek,kultúra és művészet,"Az óind kultúra egyetemes értékeinek bemutatása, melynek alapja a környezettudatos gondolkodás. Az egyén társadalmi felelősségvállalásának erősítéséért, a természetközelségért, az élhetőbb világért sz"
19561527,Fatima Ház Alapítvány,"6724 Szeged, Kossuth Lajos sugárút 103. 3/9.",hátrányos helyzetű gyerekek támogatása,szociális segítségnyújtás,"Nagycsaládos és hátrányos helyzetű gyermekek és fiatalok lelki és anyagi támogatása, táboroztatások szervezése, tanulmányi ösztöndíj alap létrehozása."
19561802,Szegedi Cicamentők Állatvédő Egyesülete,"6724 Szeged, Petresi utca 6/B 1/6.",macskák,környezet- és állatvédelem,"Gazdátlan cicák részére ideiglenes befogadók szervezése, végleges helyek, örökbefogadók felkutatása, ivartalanítás, gondozás.Természet-, környezet, állatvédelem, tarthatatlan állatvédelmi állapotok fe"
19573690,Magyar Naturisták Egyesülete,"2337 Délegyháza, Naturista part 1318.",egyéb szabadidős szervezetek,sport és szabadidő,"Lehetőség biztosítása a szabadidő kulturált, kellemes és hasznos eltöltésére, családi, vagy baráti körben, társaságban mindazoknak, akik testük egész felületét kívánják átadni a víznek, levegőnek, nap"
19576583,Magyar Kaktuszgyűjtők Országos Egyesülete,"2220 Vecsés, Halmi utca 13.",egyéb szabadidős szervezetek,sport és szabadidő,"A pozsgás (szukkulens) és szárazságtűrő (xerofiton) növények, kiemelten a kaktuszok rendszertani családja (cactaceae) szakirodalmának gyűjtése és a szakirodalmi hagyatékok megőrzése. Kutató, oktató és"
19619974,Kelen Sport Club,"1117 Budapest, Hunyadi út 56.",sportklubok,sport és szabadidő,"Kelenvölgy és a létesítmény vonzáskörébe tartozó lakosság részére a rendszeres sportolási, testedzési lehetőségek megteremtése, az egészséges életmód és életvitel részeként a sportolási igények felkel"
19622024,Széphalom Alapítvány,"1028 Budapest, Községház utca 10.",általános iskolák,oktatás,"A Máriaremete-Hidegkúti Ökumenikus Iskolaszék Egyesület által támogatott Pannonhalmi Főapátság Máriaremete-Hidegkúti Ökumenikus Általános Iskolája támogatása, a vonzáskörébe tartozó terület oktatási-,"
19622103,Karácsony Sándor Iskola Alapítvány,"1196 Budapest, Jáhn F. utca 107.",általános iskolák,oktatás,"A budapest XIX. kerület általános és középfokú oktatásának fejlesztése, a kerület szociális ellátottságának javítása érdekében 12 évfolyamosra kibővitendő Karácsony Sándor Rózsatéri Református Iskola "
19622158,Nemzetközi Gyermekmentő Szolgálat Magyar Egyesület,"1066 Budapest, Teréz körút 24.",egyéb oktatási szervezetek,oktatás,
19622309,Marana Tha 2000 Alapítvány,"1146 Budapest, Thököly út 120.",egyházhoz kötődő szociális szervezetek,szociális segítségnyújtás,"A modern valláserkölcsi nevelés támogatása; szociális segítségnyújtás hátrányos helyzetűek, állami gondozottak, alkoholisták, börtönben levők, szociális otthonok, illetve elfekvő intézetek lakói számá"
19622361,Katolikus Ifjúsági Mozgalom,"1056 Budapest, Március 15. tér 2.",vallási szervezetek,kultúra és művészet,"Közéleti síkon a katolikus világnézet és értékrend megjelenítése, az emberi közösség és szolidaritás felvállalása. A katolikus értékek megőrzése és elmélyítése és a katolikus ifjúság érdekvédelme és é"
19622914,Isten Háza Alapítvány,"1221 Budapest, Péter Pál utca 17-19.",vallási szervezetek,kultúra és művészet,a Budafoki Baptista Gyülekezet működési feltételeinek és keresztény missziós programjának támogatása.
19623283,Közúti Közlekedési Szakszervezet Szociális Alapítványa,"1081 Budapest, II. János Pál pápa tér 3.",rászorulók segítése,szociális segítségnyújtás,"A Közúti Közlekedési Szakszervezet üzemi balesetet szenvedett tagjai, illetve családtagjainak támogatása."
19623300,Eötvös József Alapítvány,"1053 Budapest, Reáltanoda utca 7.",gimnáziumok,oktatás,"Az Eötvös József Gimnáziumban olyan kezdeményezések támogatása, amely az oktatás színvonalát, a tanári kar és a hallgatók erkölcsi és anyagi megbecsülését célozza."
19623362,Child-Epi-Help Epilepsziás Gyermekek Gyógyítását Támogató Alapítvány,"1021 Budapest, Vöröshadsereg útja 100.",egyéb gyermek egészségügy,gyermek egészségügy,A gyermekkori epilepszia gyógyítását szolgáló célok támogatása.
19623609,Csepel Horgász Egyesület,"1213 Budapest, Hollandi út 240.",horgászegyesületek,sport és szabadidő,"Az Egyesületi tagság horgászérdekeinek képviselete és védelme, valamint a kedvező horgászlehetőségek megteremtésének elősegítése. A horgászat, a horgászsport népszerűsítése és fejlesztése. A horgászok"
19623685,Ganz Horgász Egyesület,"2318 Szigetszentmárton, Dunapart-alsó utca 74/B.",horgászegyesületek,sport és szabadidő,"Az egyesület érdekvédelme, a horgászérdekek képviselete, a horgászsport fejlesztése, népszerűsítése, a halállomány védelmének biztosítása."
19623908,Műegyetem Horgászegyesület,"2344 Dömsöd, Neptun utca 32.",horgászegyesületek,sport és szabadidő,
19624411,"Nevelés, Gondozás, Szeretet Alapítvány","1085 Budapest, Mária utca 20.",idősek gondozása,szociális segítségnyújtás,"Az ifjúság és az idős korosztály testi lelki épülésének, gondozásának elősegítése. A magyarországi nemzeti és etnikai kissebbségek helyzetének figyelemmel kisérése, javítása. Sportrendezvények támogat"
19624617,GYERMEKKOR Gyermekgyógyítás Korszerűsítéséért Alapítvány,"1131 Budapest, Madarász Viktor utca 22-24.",gyermekkórházak,gyermek egészségügy,"A Madarász utcai Gyermekkórház és intézményei korszerűsítésének, bővítésének, a külföldi gyógyászati eljárások átvételének támogatása, a szakmai képzés ösztönzése. A gyermekkórház ellátási területéhez"
19624679,Dévény Anna Alapítvány,"1122 Budapest, Széll Kálmán tér 16.",fogyatékkal élők segítése,szociális segítségnyújtás,"Az egészséges életmód iránti igény felkeltése, mozgássérült gyermekek, felnőttek fejlesztése, rehabilitációja."
19624772,Magyarország Felfedezői Szövetség,"3950 Sárospatak, Mátyás király utca 23.",egyéb szabadidős szervezetek,sport és szabadidő,"A szülőföld, a haza felfedezésére nevelni tagjait, hogy a legifjabb nemzedékben kialakuljon a nemzethez, a hazához kötődés érzése élmények, cselekedtető programok útján, a közösségi tevékenység iránti"
19624806,Rajk Szakkollégium Alapítvány,"1085 Budapest, Horánszky utca 6.",kollégiumok,oktatás,"Az Alapítvány alapvető célja a Rajk Szakkollégium tagjai szakmai munkájának támogatása, a kollégiumban folyó kutatási tevékenység elősegítése, a kutatási tevékenység és a szakmai munka magas színvonal"
19624899,Budapesti Közlekedési Vállalat Rádió klub,"1087 Budapest, Salgótarjáni utca 10. fsz./12.",egyéb szabadidős szervezetek,sport és szabadidő,
19624916,Budapesti Közlekedési Vállalat Technikai és Tömegsportklubok Egyesülete,"1087 Budapest, Sport utca 2.",sportklubok,sport és szabadidő,"Szervezett és tudatosan felépített módszerrel elsősorban a fiatalság, de az egyéb korosztályok igényeit is kielégíteni, mindenek előtt a sportolás és a szabadidő eltöltés területén. Az egyesület ezen "
19635411,Magyar Mentő és Mentőtiszti Egyesület,"1134 Budapest, Róbert Károly körút 77.",egyéb felnőtt egészségügy,felnőtt egészségügy,"A magyarországi mentés, elsősegélynyújtás és sürgősségi betegellátás kutatási, gyógyítási, oktatási tevékenységének javítása, színvonalának emelése, szervezése és érdekeinek képviselete a megfelelő fó"
19635686,Csepel Lövész Egylet,"2310 Szigetszentmiklós, Nyár utca 27.",egyéb szabadidős szervezetek,sport és szabadidő,"A rendszeres sportolás, versenyzés, testedzés, felüdülés biztosítása, tagjainak nevelése, lövészeti oktatása, a társadalmi öntevékenység és a közösségi élet kibontakozása."
19635954,ÚJBUDA BHG Búvár Vízimentő Technikai és Szabadidő Sportegyesület,"1114 Budapest, Orlay utca 3.",speciális mentőszervezetek,katasztrófavédelem és közbiztonság,"A rendszeres sportolás, testedzés biztosítása, sportcélú oktatás és polgári védelmi tevékenység."
19636003,Káposztásmegyeri Misszió Alapítvány,"1046 Budapest, Tóth Aladár utca 2-4.",egyházhoz kötődő szociális szervezetek,szociális segítségnyújtás,"A káposztásmegyeri templom és plébániaegyüttes fölépítésének, valamint keresztény szellemű kultúrális , oktatási és szociális ügyek támogatása."
19636261,Tovább Élni Egyesület,"1125 Budapest, Sárospatak utca 30/D.",fogyatékkal élők segítése,szociális segítségnyújtás,"Az egyesület segítséget kíván nyújtani azoknak a családoknak, amelyben fogyatékos gyermek született. Segíteni megtalálni azokat az intézményeket, szakembereket és szolgáltatásokat, amelyeknél a szülők"
19636340,Krisztinavárosi Cserkészalapítvány,"1013 Budapest, Pauler utca 14. II./7.",egyéb szabadidős szervezetek,sport és szabadidő,A Krisztinavárosi 148.sz. Nagyboldogasszony Cserkészcsapat működésének anyagi támogatása.
19636625,Bihari Alapítvány,"1072 Budapest, Akácfa utca 32.",művészeti szervezetek,kultúra és művészet,"A Bihari János Táncegyüttesben folyó tevékenység folyamatos biztosítása, alapfokú művészetoktatási intézményként való működés feltételeinek biztosítása."
19636694,Intenzív Kezelést Igénylő Gyermekek Megmentéséért Alapítvány,"1089 Budapest, Üllői út 86.",gyermekkórházak,gyermek egészségügy,A Heim Pál Gyermekkórház Anaesthesiológiai és Intenziv Therapiás Oszályán az eredményesebb gyógyitás alapfeltételét jelentő műszerezettség javitása.
19636766,Bocskai Iskola Alapítvány,"1113 Budapest, Bocskai út 47-49.",általános iskolák,oktatás,"A Bocskai Általános Iskola tanulói szellemi, erkölcsi és testi nevelésének támogatása."
19636780,Sántha Kálmán Alapítvány,"1122 Budapest, Városmajor utca 68.",tudományos kutatás,oktatás,"Sántha Kálmánnak méltó emlék állítása,a hazai agyi keringés és metabolizmus kutatásának elősegítése."
19636814,Kós Károly Iskola-Alap Alapítvány,"1122 Budapest, Városmajor utca 59.",általános iskolák,oktatás,A Koós Károly Iskola Anyagi és erkölcsi segítése az oktatás és a nevelés minőségének az emelése érdekében.
19636955,Kerpel-Frónius Ödön Alapítvány a Koraszülöttek és Beteg Újszülöttek Gyógyításáért,"1039 Budapest, Királyok útja 71.",koraszülöttek,gyermek egészségügy,A koraszülöttek és a beteg újszülöttek intenzív osztályon történő ellátásához való segítségnyújtás.
19636979,Csillaghegyi Általános Iskolát támogató Alapítvány,"1038 Budapest, Dózsa György út 42.",általános iskolák,oktatás,"A Csillaghegyi Általános Iskolaoktató-nevelői munkája feltételeinek javítása, a tanulók korszerű művelődésének elősegítése."
19637248,„Nagyothalló Gyermekekért” Alapítvány,"1142 Budapest, Rákospatak utca 101.",kollégiumok,oktatás,"A Dr. Török Béla Óvoda, Általános Iskola, Szakiskola, Készségfejlesztő Iskola, Egységes Gyógypedagógiai Módszertani Intézmény és Kollégiumban tanulók oktatási és nevelési körülményeinek biztosítása."
19637334,ELTE Radnóti Miklós Gyakorlóiskola Alapítvány,"1146 Budapest, Cházár András utca 10.",általános iskolák,oktatás,A Radnóti Miklós Gyakorlóiskolában a magas szintű oktatás személyi és tárgyi feltételeinek biztosítása.
19637705,Magyar Lelki Elsősegély Telefonszolgálatok Szövetsége,"1027 Budapest, Frankel Leó út 5. fsz./1.",mentális egészség és szenvedélybetegségek,szociális segítségnyújtás,A szakmai együttműködés kereteinek a biztosítása a tagszolgálatok számára.
19637925,Vidámság Háza Alapítvány,"1181 Budapest, Vörösmarty Mihály utca 64.",gimnáziumok,oktatás,Vörösmarty Általános Iskola pedagógiai munkájának támogatása. és Gimnázium
19638067,Tanoda Jobbító,"1095 Budapest, Mester utca 56-58.",egyéb oktatási szervezetek,oktatás,Az oktató-nevelő munka támogatása.
19638593,Szent Gellért Óvoda Egyesület,"1113 Budapest, Ibrahim utca 20.",óvodák,oktatás,
19638744,Fiatal Iparművészek Stúdiója Egyesület,"1054 Budapest, Kálmán Imre utca 16. I.",művészeti szervezetek,kultúra és művészet,"A fiatal iparművészek (kézműves és ipari tervezők) pályakezdésének, a kulturális és művészeti életbe való beilleszkedésének, jelenlétének , továbbfejlődésének, a művészi munka kibontakozásának segítés"
19638768,Bihari János Kulturális Egyesület,"1072 Budapest, Akácfa utca 32.",művészeti szervezetek,kultúra és művészet,"A Bihari János Táncegyüttes működésének biztosítása, haza és nemzetközi programjának szervezése."
19639154,EVK Szakkollégium,"1092 Budapest, Kinizsi utca 2-6.",felsőoktatás,oktatás,A korszerű gazdasági ismeretek terjesztése a tagok és az egyetemi hallgatóság felé az egyetemi évek alatt. A tagok egyetemen elsajátított elméleti tudásának kiegészítése a gyakorlati tevékenységekhez 
19639374,Derkovits Alapítvány,"1068 Budapest, Városligeti fasor 4.",általános iskolák,oktatás,"A Derkovits Gyula Általános Iskolában folyó nevelő-oktató munka színvonalának emelése, korszerűsítése. * A nyelvoktatás kereteinek bővítése; * az oktatás színvonalának emelése és korszerűsítése; * a m"
19639422,Jókai Iskola Hegyi Oktatási és Nevelési Alapítvány,"1125 Budapest, Diana utca 4.",általános iskolák,oktatás,"A Jókai Mór Általános Iskolában folyó oktató-nevelő munka személyi és tárgyi feltételeinek javítása. Célja, hogy elősegítse az általános iskolai oktatást, a gyermekek harmonikus szellemi és fizikai fe"
19639484,Mercator Movet Mundum Alapítvány,"1087 Budapest, Szörény utca 2-4.",szakközépiskolák,oktatás,"A Szász Ferenc Kereskedelmi Szakközép- és Szakmunkásképző Iskolában folyó oktató-nevelő munka feltételeinek a javítása, tanulók támogatása, oktatók díjazása."
19639635,GALABÁRDI Gyermek Alapítvány,"1145 Budapest, Újvidék sétány 3-5.",óvodák,oktatás,"Az óvodában folyó nevelő munka támogatása, tartalmi és tárgyi feltételeinek korszerűsítése; az óvodai pedagógiai program megvalósításának támogatása; a környezet megismerését célzó kirándulások finans"
19639666,Budapesti Osztrák Iskola Alapítvány,"1126 Budapest, Orbánhegyi út 39-45.",gimnáziumok,oktatás,"Iskola létesítése és fenntartása az osztrák felső reálgimnázium mintája szerint német tannyelvű oktatással, a magyar nyelv és irodalom, valamint a történelem magyar nyelvű oktatása mellett. Az alapítv"
19639745,BÓBITA Római úti Lakótelep Óvodásait Támogató Alapítvány,"1031 Budapest, Vitorla utca 6.",óvodák,oktatás,"A Római úti lakótelepi óvoda szemléltető játékeszközeinek és könyvtárának folyamatos bővítése, jóminőségű foglalkozási anyagok és audiovizuális eszközök beszerzése, gyermekkirándulások és ünnepek költ"
19639927,Fogyatékos Kisiskolásokért Alapítvány,"1119 Budapest, Fogócska utca 4.",fogyatékkal élők segítése,szociális segítségnyújtás,"A Budapest, XI.ker. Fogócska u.4. sz. alatti iskolában tanuló enyhe és középsúlyos értelmi fogyatékos kisiskolások általános képzésének, nevelésének és ellátásának segítése."
19639972,Timóteus Társaság Alapítvány,"2040 Budaörs, Alsóhatár utca 14.",vallási szervezetek,kultúra és művészet,"- a „Nagy Küldetés” (Máté evangélium 28, 19-20) teljesítésének segítése; - annak elősegítése, hogy a világon minden emberhez eljusson az evangélium; minél több embert megnyerjen Krisztus számára; átad"
19647247,Dornyay Sportegyesület,"3100 Salgótarján, Forgách Antal út 42.",sportklubok,sport és szabadidő,"Tájékozódási futás( tájfutás), atlétika, természetjárás sportágakban versenyzés, versenyrendezés, azok támogatása, népszerűsítése. Környezetvédelem. Egészségmegőrzés, betegségmegelőzés, rehabilitációs"
19650184,Egyszer Élsz! Hogyan Élsz? Alapítvány,"1191 Budapest, Berzsenyi utca 8.",egyéb oktatási szervezetek,oktatás,"A tanári és gyermeki személyiséget harmonikusan fejlesztő módszerek kutatása, alkalmazása az általános iskolákban, a módszerek publikálása, módszertani központ létrehozása."
19650380,Sebészek a Gyermekekért Alapítvány,"1089 Budapest, Üllői út 86.",egyéb gyermek egészségügy,gyermek egészségügy,"A csecsemő és gyermekkori érbetegségben szenvedők diagnosztizálásának, gyógyításának, rehabilitációjának fejlesztése, a szakemberek szakmai fejlődésének elősegitése."
19650397,Heim Pál Gyermekkórház Fejlesztéséért Alapítvány,"1089 Budapest, Üllői út 86.",gyermekkórházak,gyermek egészségügy,"- a Heim Pál Országos Gyermekgyógyászati Intézetben egészségmegőrzés, betegségmegelőzés, gyógyító, egészségügyi rehabilitációs tevékenység, az ehhez szükséges eszközök beszerzése, épületállomány fejle"
19650407,Haemophilia Alapítvány,"1089 Budapest, Üllői út 86.",leukémiás és daganatos gyerekek,gyermek egészségügy,"A magyar heamophiliás gyermekek betegek ellátásának fejlesztése, a heim Pál Kórházban történő gyógyitó munka támogatása."
19650421,Hit és Fény Alapítvány,"2141 Csömör, Etelka utca 45.",fogyatékkal élők segítése,szociális segítségnyújtás,"Értelmi és testi fogyatékos személyek támogatása, életkörülményeinek javítása, közösségbe való beilleszkedésük elősegítése, megfelelő szintű foglalkoztatásuk megvalósítása."
19650500,VERTEBRA Magyar Gerincsebészeti és Paraplégia Rehabilitációs Alapítvány,"1126 Budapest, Agárdi út 1/A.",egyéb felnőtt egészségügy,felnőtt egészségügy,A mozgásszervi gerincbetegségben szenvedők gyógyítása érdekében központ létrehozása és működtetése. A mozgásszervi gerincbetegségben szenvedők gyógyítása érdekében világszínvonalon működő központ létr
19650768,Johannita Segítő Szolgálat,"2696 Terény, Arany János út 74.",egyházhoz kötődő szociális szervezetek,szociális segítségnyújtás,"A Segítő Szolgálat célja, hogy a preambulumban foglaltaknak megfelelő tevékenységet lásson el, a hasonló célkitűzésű egyházi és világi szervezetekkel és természetes személyekkel együttműködve a rászor"
19650823,Gézengúz Alapítvány a Születési Károsultakért,"1038 Budapest, Észak utca 12.",egyéb gyermek egészségügy,gyermek egészségügy,"Mozgássérült csecsemők és kisgyermekek komplex rehabilitációs kezelésének segítése. A bíróság elrendeli az alapítvány céljának pontosítását az alábbiak szerint: A mozgássérült csecsemők, kisgyermekek "
19650878,MAGYAR JU JITSU SZÖVETSÉG,"9400 Sopron, Villa sor 21/B.",sportklubok,sport és szabadidő,
19650957,Álmos Vezér Alapítvány,"1144 Budapest, Álmos vezér tér 9. Álmos Vezér Gimnázium és Általános Iskola",általános iskolák,oktatás,"Az Álmos vezér téri Általános Iskolában folyó oktató-nevelő munka támogatása, a tehetséggondozás segítése."
19651068,Csata Diáksport Egyesület,"1135 Budapest, Csata utca 20.",sportklubok,sport és szabadidő,"A Csata utcai általános iskola nevelő-oktató munkájával összhangban, az egyesület tagjainak rendszeres helyi, intézményen belüli, intézmények közötti és szakszövetségek által kiírt, játék-, turisztika"
19651130,Kalevala Baráti Kör,"1117 Budapest, Móricz Zsigmond körtér 16. mfsz./2.",egyéb kulturális szervezetek,kultúra és művészet,A Kalevala Baráti Kör Egyesület célja a magyar-finn kapcsolatok építése és ápolása a közösségi keretek közt. Korszerű és hiteles információk átadására törekszünk és aktívan segítjük a közösségi és sze
19651147,Richter Munkavállalói Jóléti Alapítvány,"1103 Budapest, Gyömrői út 19-21.",rászorulók segítése,szociális segítségnyújtás,"A Kőbányai Gyógyszerárugyár dolgozóinak és nyugdíjasainak szociális támogatása, a fiatalok tanulmányi támogatása."
19651154,Hild József Alapítvány,"1051 Budapest, Nádor utca 12.",általános iskolák,oktatás,A Hild József Általános Iskola tanító-nevelő munkájának színvonalasabbá tétele. Budapest V. kerületi Hild József Általános Iskola oktató- nevelő munkájának közvetett segítése.
19651226,Gyermek Hematológia Alapítvány,"1094 Budapest, Tűzoltó utca 7-9.",leukémiás és daganatos gyerekek,gyermek egészségügy,"Az Országos Csecsemő és Gyermekegészségügyi Intézet tumor-leukémia munkacsoport orvos, asszisztens, pszychológus, pedagógus és ápolónővér tagjai továbbképzésének támogatása. A továbbképzések támogatás"
19651367,Katona József Iskolai Alapítvány,"1215 Budapest, Katona József utca 60-62.",általános iskolák,oktatás,"a Katona József Általános Iskola működését biztosító eszközök és anyagi feltételek növelése, a magasabb szintű oktatói- nevelői munka érdekében."
19651635,JEDLIK Alapítvány,"1212 Budapest, Táncsics Mihály utca 92.",gimnáziumok,oktatás,"A Jedlik Ányos Gimnázium kiváló eredményt elért tanulóinak jutalmazása, továbbá pályakezdés, továbbtanulás, munkahelyi elhelyezkedés segítése, különös tekintettel dr. Vermes Miklós tanár úr szellemi h"
19651642,Gyermekeink Jövőjéért Alapítvány,"1074 Budapest, Alsóerdősor utca 16-18.",általános iskolák,oktatás,"A Budapest, VII.ker. Alsóerdősor 14-16. szám alatti ének- zene tagozatos iskola oktatói tevékenységének és a tanulóknak a támogatása."
19651707,Gödöllői Civil Kerekasztal Egyesület,"2100 Gödöllő, Szabadság út 23.",települési és közösségfejlesztés,szociális segítségnyújtás,"Olyan egyéni autonómiára épülő szervezetek tevékenységének összehangolása, amelyek közösségi célokat szolgálnak. Támogatja és segíti a településen jelen lévő civil szervezetek közötti összefogást, új "
19651893,„BICE-BÓCA” Alapítvány a Mozgássérült Gyermekekért,"1032 Budapest, San Marco utca 76.",fogyatékkal élők segítése,szociális segítségnyújtás,A gyermekek és fiatalok támogatása.
19651903,Szikomor Alapítvány,"1091 Budapest, Börzsöny utca 2/b. VIII. em./48.",egyéb oktatási szervezetek,oktatás,"A Mahler Ede Művészettörténet Szakkör középiskolai diákjai, tanárai utazásának támogatása, hogy ókori kultúrákkal kapcsolatos studiumaikat mélyítsék."
19651934,Zuglói Polgárőr és Önkéntes Tűzoltó Egyesület,"1145 Budapest, Laky Adolf utca 36.",helyi mentő szervezetek,katasztrófavédelem és közbiztonság,"A mentőszervezet célja a természeti és civilizációs katasztrófák ellnei védelem terén, a Magyarországon hatályban lévő jogszabályok alapján, olyan speciális rendeltetésű önkéntes Mentőszervezet létreh"
19652038,Budafok-Tétény Baráti Körök Egyesülete,"1222 Budapest, Tóth József utca 45.",települési és közösségfejlesztés,szociális segítségnyújtás,"A kerület helytörténeti hagyományok ápolása, a tudományos ismeretterjesztés és közművelődési lehetőségek javítása, bővítése, a lakosság egészségi állapotának javítása érdekében környezetvédelem, a spo"
19652485,Agykárosodott Csecsemők Gyógykezelése - Neurohabilitáció Alapítvány,"1032 Budapest, Bécsi út 132.",egyéb gyermek egészségügy,gyermek egészségügy,Az idegrendszeri károsodás tüneteiben szenvedő csecsemők orvosi diagnosztázálása és korai orvosi megelőző kezelése fejlesztésének széleskörű támogatása.
19652571,Semmelweis Alapítvány a Magyarországi Ortopédia Fejlesztéséért,"1022 Budapest, Bimbó utca 82-86. fszt./1.",tudományos kutatás,oktatás,A Semmelweis Orvostudományi Egyetem Ortopédiai Klinikáján folytatott gyógyító-megelőző tevékenység segítése.
19652595,ELTE TTK Hallgatói Alapítvány,"1117 Budapest, Pázmány Péter sétány 1/C.",felsőoktatás,oktatás,Az ELTE TTK hallgatói szakmai és egyéb közösségi tevékenységének támogatása.
19652674,Egri Csillagok Alapítvány,"1114 Budapest, Bartók Béla út 27.",általános iskolák,oktatás,"A Budapest Bartók Béla út 27. sz. alatti Újbuda Gárdonyi Géza Általános Iskola nevelési és oktatási céljainak megvalósítása, a tanulók és tanárok hazai és külföldi oktatási intézmények tanulóival és o"
19652791,Iskolánkért - Gyermekeinkért Alapítvány,"1116 Budapest, Kecskeméti József utca 14.",általános iskolák,oktatás,"Az alapítvány célja a Kelenvölgyi Általános Iskolában folyó oktatási-, nevelési tevékenység széleskörű támogatása, különös tekintettel az alábbiakra: a.) a tehetséges tanulók sokirányú támogatása (ide"
19652894,Ady Endre Gimnáziumi Alapítvány,"1139 Budapest, Röppentyű utca 62.",gimnáziumok,oktatás,"Az Ady Endre Gimnáziummal kapcsolatos, az oktatás színvonalának emelését a tanulók és a tanári kar anyagi és erkölcsi megbecsülését célzó kezdeményezések támogatása."
19653091,Budapesti Közművek Humán Támasz Alapítvány,"1116 Budapest, Kalotaszeg utca 31.",rászorulók segítése,szociális segítségnyújtás,"Az alapítvány célja, hogy a BKM Nonprofit Zrt. és leányvállalatai továbbá a BKM Nonprofit Zrt. legalább 50-os részesedésével működő társaságok kedvezményezettnek minősülő munkavállalóinak, nyugdíjasai"
19653187,József Attila Alapítvány,"1118 Budapest, Tűzkő utca 6. III/16.",általános iskolák,oktatás,A József Attila Általános Iskola oktató-nevelő munkájának támogatása.
19653417,Magyar Rákellenes Liga,"1123 Budapest, Ráth György utca 6.",daganatos betegek gyógyítása,felnőtt egészségügy,"A társadalom segítségével támogatja a rák megelőzését, korai felismerését és a gyógyítás folyamatát."
19653448,Balassa János Sebészeti Alapítvány,"1082 Budapest, Üllői út 78.",egyéb felnőtt egészségügy,felnőtt egészségügy,"Európai szintű gastroenterológiai sebészeti centrum kialakítása, az I. sz. Sebészeti Klinika épületeinek felújítása és műszerezettségének fejlesztése a klinikai betegellátás és az oktatás korszerűsíté"
19653534,Nádasdy Kálmán Alapítvány,"1222 Budapest, Nagytétényi utca 31-33.",művészeti szervezetek,kultúra és művészet,"A XXII. kerületi gyermek és ifjúsági művészeti nevelés támogatása, a kiemelkedően tehetséges tanulók segítése a Nádasdy Kálmán Művészeti Iskola támogatása."
19653613,Vasutas Önkéntes Támogatási Alap Egyesület,"1145 Budapest, Amerikai út 42.",rászorulók segítése,szociális segítségnyújtás,"A tagok közös, tartós céljának a szolidaritás jegyében a tagok által fizetett tagdíjra tekintettel tagjainak és az általuk eltartott hozzátartozóinak egészségi állapota, valamint szociális rászorultsá"
19654133,Magyar Antropozófiai Társaság,"1026 Budapest, Riadó utca 2. B.",vallási szervezetek,kultúra és művészet,
19654171,Magyar Hemofilia Egyesület,"1088 Budapest, Rákóczi utca 29. II//7.",egyéb jogvédő szervezetek,emberi jogok és civil társadalom,"A Magyar Hemofilia Egyesület a magyarországi vérzékeny (hemofíliás) betegek érdekvédelmi és érdekképviseleti közhasznú egyesület, nyilvántartott tagsággal rendelkező önálló jogi személy, mely a demokr"
19654205,Magyar Hegymászó Oktatók Egyesülete,"1098 Budapest, Börzsöny utca 10. II. lph. III./10.",egyéb szabadidős szervezetek,sport és szabadidő,"Az egyesület célja, hogy elősegítse, támogassa, megvalósítsa a hegy-, alpesi-, sportmászás, valamint síalpinista sportágakban, illetve a természeti környezetben a természetjáráshoz kötődő sport és egy"
19654456,Fradisták a Fradiért Alapítvány,"1091 Budapest, Üllői út 129.",sportklubok,sport és szabadidő,A Ferencvárosi Torna Club műszaki feltételeinek segítése.
19654614,MAFC Sportjáért Alapítvány,"1111 Budapest, Műegyetem rakpart 3.",sportklubok,sport és szabadidő,"A Budapesti Műszaki és Gazdaságtudományi Egyetem és a társegyetemek, főiskolák hallgatói, a közoktatásban tanuló diákok sportolásának elősegítése, a szabadidős sporttevékenység feltételei megteremtésé"
19654638,Bakáts Alapítvány,"1092 Budapest, Bakáts tér 12.",általános iskolák,oktatás,A Fővárosi Bakáts téri Általános Iskola diákjainak támogatása.
19654858,Tóth Aladár Alapítvány,"1051 Budapest, Szent István tér 11.",zene- és művészeti iskolák,oktatás,A Tóth Aladár Állami Zeneiskolában az oktatás támogatása.
19655031,Siketek és Nagyothallók Országos Szövetsége,"1068 Budapest, Benczúr utca 21.",fogyatékkal élők segítése,szociális segítségnyújtás,
